2024-08-27 14:22:32,654 DEBUG: Setting up MQTT
2024-08-27 14:22:32,654 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:16,701 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:16,802 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:16,903 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:17,003 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:17,104 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:17,204 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:17,305 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:17,406 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:17,507 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:17,608 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:17,708 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:17,809 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:17,911 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:18,011 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:18,112 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:18,212 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:18,313 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:18,413 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:18,514 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:18,615 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:18,715 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:18,815 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:18,916 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:19,017 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:19,118 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:19,219 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:19,320 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:19,421 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:19,521 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:19,622 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:19,723 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:19,823 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:19,923 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:20,024 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:20,124 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:20,225 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:20,326 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:20,426 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:20,527 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:20,628 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:20,729 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:20,829 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:20,929 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:21,030 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:21,131 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:21,232 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:21,332 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:21,433 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:21,534 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:21,635 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:21,736 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:21,836 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:21,937 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:22,038 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:22,138 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:22,239 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:22,340 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:22,440 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:22,541 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:22,641 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:22,742 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:22,843 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:22,944 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:23,044 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:23,145 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:23,245 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:23,346 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:23,447 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:23,548 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:23,648 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:23,749 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:23,850 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:23,951 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:24,052 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:24,152 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:24,253 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:24,353 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:24,454 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:24,555 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:24,656 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:24,757 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:24,857 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:24,958 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:25,058 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:25,159 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:25,259 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:25,360 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:25,461 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:25,561 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:25,662 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:25,762 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:25,863 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:25,963 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:26,064 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:26,164 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:26,265 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:26,366 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:26,466 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:26,567 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:26,668 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:26,769 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:26,869 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:26,970 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:27,071 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:27,172 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:27,273 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:27,374 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:27,475 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:27,576 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:27,676 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:27,778 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:27,878 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:27,979 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:28,079 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:28,180 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:28,281 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:28,381 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:28,482 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:28,583 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:28,684 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:28,785 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:28,885 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:28,986 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:29,087 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:29,188 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:29,289 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:29,389 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:29,490 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:29,591 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:29,692 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:29,793 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:29,893 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:29,994 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:30,094 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:30,195 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:30,295 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:30,396 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:30,496 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:30,597 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:30,698 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:30,798 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:30,899 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:30,999 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:31,100 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:31,201 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:31,301 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:31,401 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:31,502 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:31,603 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:31,704 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:31,805 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:31,906 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:32,007 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:32,107 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:32,208 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:32,309 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:32,409 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:32,510 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:32,611 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:32,712 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:32,812 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:32,913 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:33,013 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:33,115 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:33,215 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:33,316 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:33,417 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:33,517 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:33,618 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:33,719 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:33,820 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:33,921 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:34,021 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:34,122 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:34,223 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:34,324 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:34,425 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:34,525 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:34,626 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:34,727 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:34,828 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:34,928 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:35,029 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:35,130 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:35,230 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:35,332 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:35,433 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:35,533 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:35,634 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:35,735 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:35,835 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:35,936 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:36,036 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:36,137 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:36,238 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:36,338 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:36,439 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:36,540 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:36,641 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:36,741 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:36,842 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:36,943 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:37,044 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:37,145 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:37,245 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:37,346 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:37,447 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:37,548 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:37,648 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:37,749 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:37,850 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:37,951 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:38,051 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:38,152 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:38,252 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:38,353 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:38,453 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:38,554 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:38,655 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:38,756 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:38,856 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:38,957 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:39,058 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:39,159 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:39,260 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:39,360 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:39,461 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:39,562 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:39,663 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:39,764 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:39,864 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:39,965 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:40,065 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:40,166 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:40,267 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:40,368 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:40,468 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:40,569 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:40,670 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:40,770 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:40,871 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:40,972 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:41,072 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:41,173 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:41,273 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:41,374 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:41,474 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:41,575 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:41,676 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:41,777 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:41,877 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:41,978 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:42,079 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:42,179 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:42,280 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:42,380 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:42,481 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:42,581 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:42,682 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:42,783 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:42,883 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:42,984 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:43,085 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:43,185 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:43,286 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:43,387 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
2024-08-27 14:27:43,487 DEBUG: update_odometry: Position: x=0.00, y=0.00, theta=0.00 radians
